player_id,thrower_x,thrower_y,event_type,dest_x,dest_y,event_name
jtowle,17.54,70.28,18,9.52,74.26,Throw (completion)
msheppard,9.52,74.26,19,-14.73,111.0,Goal
bhart,-20.53,10.09,18,-1.37,16.77,Throw (completion)
kmarcus,-1.37,16.77,18,8.38,14.59,Throw (completion)
bhart,8.38,14.59,18,-2.94,34.5,Throw (completion)
bhart,6.27,49.49,18,20.11,55.9,Throw (completion)
bhart,21.61,91.2,18,21.55,84.0,Throw (completion)
vluo,21.55,84.0,18,18.2,71.72,Throw (completion)
bhart,18.2,71.72,18,14.32,81.13,Throw (completion)
vluo,14.32,81.13,18,2.72,89.04,Throw (completion)
kmarcus,2.72,89.04,18,-7.3,98.52,Throw (completion)
bhart,-7.3,98.52,18,-3.28,99.47,Throw (completion)
kmarcus,-3.28,99.47,18,1.02,100.0,Throw (completion)
bhart,1.02,100.0,19,8.04,109.9,Goal
cnewell,-0.46,11.63,18,-0.22,27.85,Throw (completion)
jmast,-0.22,27.85,18,9.64,40.95,Throw (completion)
areppermu,9.64,40.95,18,0.58,74.93,Throw (completion)
adriehuys,0.58,74.93,18,5.05,84.0,Throw (completion)
adriehuys,3.15,82.04,18,-14.55,79.46,Throw (completion)
areppermu,-14.55,79.46,18,-15.65,85.95,Throw (completion)
cnewell,-15.65,85.95,22,-18.22,110.2,Throwaway
mmccarthy,7.29,23.04,18,13.77,31.36,Throw (completion)
mmccarthy,-7.3,19.15,18,-0.35,38.52,Throw (completion)
mmccarthy,7.29,44.79,18,-5.32,49.22,Throw (completion)
mmccarthy,11.66,41.25,18,16.16,55.5,Throw (completion)
vluo,-12.35,31.02,18,0.54,33.0,Throw (completion)
nceluch,14.97,26.32,18,11.11,33.55,Throw (completion)
jtowle,11.11,33.55,18,20.54,38.38,Throw (completion)
nceluch,15.27,42.91,18,8.29,32.75,Throw (completion)
mdillard,-2.48,28.71,18,6.03,29.75,Throw (completion)
cvukovic,-8.85,28.16,22,-0.58,80.4,Throwaway
adriehuys,2.6,23.57,18,4.31,32.26,Throw (completion)
jmast,4.31,32.26,18,13.86,29.93,Throw (completion)
adriehuys,13.86,29.93,18,22.31,45.36,Throw (completion)
moliart,22.31,45.36,18,22.68,60.97,Throw (completion)
adriehuys,22.68,60.97,18,14.29,70.28,Throw (completion)
jtowle,14.29,70.28,18,10.68,66.24,Throw (completion)
moliart,10.68,66.24,18,2.84,63.12,Throw (completion)
cnewell,2.84,53.12,18,11.05,64.89,Throw (completion)
adriehuys,11.05,64.89,18,0.94,75.67,Throw (completion)
areppermu,0.94,75.67,18,-14.73,72.61,Throw (completion)
cnewell,-14.73,72.61,18,-18.34,84.55,Throw (completion)
cnewell,-15.65,69.24,22,-8.36,80.03,Throwaway
mmccarthy,3.06,39.95,18,-9.55,46.09,Throw (completion)
adriehuys,15.7,38.02,18,16.74,55.34,Throw (completion)
areppermu,16.74,55.34,18,22.01,73.83,Throw (completion)
jtowle,22.01,73.83,18,17.48,68.51,Throw (completion)
adriehuys,17.48,68.51,22,18.89,109.28,Throwaway
adriehuys,6.94,67.89,18,-2.61,82.34,Throw (completion)
jmast,-2.61,82.34,18,-16.26,78.67,Throw (completion)
jtowle,-16.26,78.67,18,-6.22,76.46,Throw (completion)
jmast,-6.22,76.46,18,6.76,73.04,Throw (completion)
moliart,6.76,73.04,18,14.48,78.42,Throw (completion)
jmast,14.48,78.42,18,6.09,75.79,Throw (completion)
jtowle,6.09,75.79,18,-6.34,71.81,Throw (completion)
cnewell,-6.34,71.81,18,-16.57,90.42,Throw (completion)
adriehuys,-12.16,85.89,19,-20.67,109.83,Goal
vluo,14.86,22.63,18,6.54,23.65,Throw (completion)
kmarcus,6.54,23.65,18,-10.24,23.04,Throw (completion)
bhart,-10.24,23.04,18,6.06,31.36,Throw (completion)
kmarcus,6.06,31.36,18,17.45,54.2,Throw (completion)
tschewe,17.45,54.2,18,5.04,49.9,Throw (completion)
kmarcus,5.04,49.9,18,-9.55,57.34,Throw (completion)
bhart,-9.55,57.34,18,-0.35,56.52,Throw (completion)
kmarcus,-0.35,56.52,18,-9.62,56.65,Throw (completion)
bhart,-9.62,56.65,18,-4.23,53.04,Throw (completion)
kmarcus,-4.23,53.04,18,-15.83,72.27,Throw (completion)
vluo,0.0,40.0,22,-4.63,70.09,Throwaway
mdillard,20.84,26.63,22,18.2,61.33,Throwaway
mmccarthy,-18.2,58.67,18,-2.87,46.09,Throw (completion)
vluo,1.29,54.27,18,-3.21,69.0,Throw (completion)
dgarlock,-3.21,69.0,18,-16.58,69.75,Throw (completion)
mmccarthy,-16.58,69.75,18,-6.96,74.25,Throw (completion)
dgarlock,-6.96,74.25,18,-1.37,79.9,Throw (completion)
mmccarthy,-1.37,79.9,18,12.54,77.31,Throw (completion)
vluo,12.54,77.31,18,1.22,73.56,Throw (completion)
mmccarthy,-11.94,94.36,19,-23.13,113.45,Goal
msheppard,-8.49,8.08,18,-2.36,20.14,Throw (completion)
msheppard,-14.43,22.46,22,-2.67,93.93,Throwaway
tschewe,2.67,26.07,18,-15.55,38.25,Throw (completion)
tschewe,-9.35,29.79,18,4.43,27.61,Throw (completion)
bhart,4.43,27.61,18,-6.01,30.95,Throw (completion)
kmarcus,-6.01,30.95,18,4.16,33.06,Throw (completion)
kmarcus,5.38,32.25,18,3.27,93.34,Throw (completion)
jmcmoniga,9.82,36.67,18,13.07,39.61,Throw (completion)
nceluch,13.07,39.61,18,17.78,46.77,Throw (completion)
mdillard,17.78,46.77,18,20.17,70.53,Throw (completion)
bhart,15.82,52.7,18,7.57,66.54,Throw (completion)
kmarcus,7.57,76.54,19,0.75,101.38,Goal
cvukovic,6.58,33.97,18,0.27,31.65,Throw (completion)
nceluch,0.27,31.65,22,-7.92,76.78,Throwaway
adriehuys,15.21,21.85,18,7.56,26.32,Throw (completion)
jmast,7.56,26.32,18,8.66,35.2,Throw (completion)
jtowle,8.66,35.2,18,12.76,54.36,Throw (completion)
areppermu,12.76,54.36,18,18.82,66.61,Throw (completion)
msheppard,18.82,66.61,18,11.9,61.65,Throw (completion)
adriehuys,11.9,61.65,18,-1.44,63.42,Throw (completion)
adriehuys,10.62,63.42,18,12.15,69.97,Throw (completion)
jmast,12.15,69.97,18,4.74,68.51,Throw (completion)
adriehuys,4.74,68.51,18,-19.39,90.0,Throw (completion)
areppermu,-19.39,90.0,18,-11.61,93.73,Throw (completion)
moliart,-11.61,93.73,18,-4.93,92.38,Throw (completion)
adriehuys,-4.93,92.38,19,18.46,109.1,Goal
vluo,7.92,43.22,18,-0.76,29.38,Throw (completion)
kmarcus,-0.76,29.38,18,-12.35,32.65,Throw (completion)
bhart,14.25,57.72,18,-0.55,56.25,Throw (completion)
vluo,-0.55,56.25,18,6.27,79.7,Throw (completion)
kmarcus,12.2,80.72,19,24.96,108.68,Goal
cnewell,1.19,16.65,18,1.19,32.44,Throw (completion)
jmast,1.19,32.44,18,9.39,29.75,Throw (completion)
cnewell,9.39,29.75,18,19.07,45.55,Throw (completion)
msheppard,19.07,45.55,18,-18.53,53.32,Throw (completion)
adriehuys,-18.53,53.32,18,-2.61,58.1,Throw (completion)
jtowle,-2.61,58.1,18,12.09,65.81,Throw (completion)
msheppard,12.09,65.81,18,11.97,80.81,Throw (completion)
jtowle,11.97,80.81,18,19.93,76.22,Throw (completion)
msheppard,19.93,76.22,20,-8.55,112.4,Drop
vluo,8.18,20.04,18,-2.94,20.04,Throw (completion)
dgarlock,-2.94,20.04,20,-6.23,44.09,Drop
jmast,6.23,75.91,18,14.42,57.67,Throw (completion)
cnewell,14.42,57.67,18,18.4,72.06,Throw (completion)
msheppard,18.4,72.06,18,12.09,74.69,Throw (completion)
areppermu,12.09,74.69,18,-13.02,79.1,Throw (completion)
moliart,-13.02,79.1,18,-10.08,74.57,Throw (completion)
msheppard,-10.08,84.57,18,-2.24,87.18,Throw (completion)
areppermu,-2.24,87.18,19,-16.87,116.75,Goal
vluo,10.57,15.81,18,2.04,25.77,Throw (completion)
kmarcus,2.04,25.77,18,-2.05,20.86,Throw (completion)
tschewe,-2.05,20.86,18,-6.76,21.2,Throw (completion)
kmarcus,-6.76,21.2,18,-8.19,30.75,Throw (completion)
tschewe,-8.19,30.75,18,-2.05,23.18,Throw (completion)
kmarcus,-2.05,23.18,18,16.36,34.29,Throw (completion)
bhart,16.36,34.29,18,0.88,33.61,Throw (completion)
tschewe,15.34,73.77,18,0.61,72.47,Throw (completion)
bhart,0.61,72.47,18,-4.3,84.27,Throw (completion)
tschewe,-4.3,84.27,18,-11.46,92.86,Throw (completion)
cnewell,0.39,18.48,18,0.64,26.63,Throw (completion)
jmast,0.64,26.63,18,5.66,22.71,Throw (completion)
cnewell,5.66,22.71,18,9.09,26.26,Throw (completion)
jmast,9.09,26.26,18,18.46,31.95,Throw (completion)
msheppard,18.46,31.95,18,26.48,64.95,Throw (completion)
areppermu,26.48,64.95,18,17.72,49.1,Throw (completion)
jtowle,7.86,47.75,18,-14.73,49.59,Throw (completion)
cnewell,-14.73,49.59,18,-1.44,48.3,Throw (completion)
jtowle,-1.44,48.3,18,-6.4,60.91,Throw (completion)
areppermu,-6.4,60.91,18,-15.96,75.91,Throw (completion)
msheppard,-15.96,75.91,19,14.35,108.55,Goal
vluo,13.5,8.38,18,2.11,22.22,Throw (completion)
tschewe,2.11,22.22,18,-12.62,33.34,Throw (completion)
kmarcus,-12.62,33.34,22,-12.62,106.02,Throwaway
mmccarthy,19.02,39.0,19,9.27,107.72,Goal
cnewell,-14.92,10.65,18,-4.87,26.75,Throw (completion)
jmast,-4.87,26.75,18,-14.36,25.16,Throw (completion)
cnewell,-14.36,25.16,18,-19.75,31.65,Throw (completion)
areppermu,-19.75,31.65,18,-12.53,23.75,Throw (completion)
cnewell,-12.53,23.75,18,0.09,24.85,Throw (completion)
jmast,0.09,24.85,18,-10.02,26.02,Throw (completion)
cnewell,-10.02,26.02,18,-21.16,36.91,Throw (completion)
adriehuys,-21.16,36.91,19,7.13,103.04,Goal
bhart,-3.89,10.29,18,0.0,23.18,Throw (completion)
kmarcus,0.0,23.18,18,-2.6,33.88,Throw (completion)
tschewe,-2.6,33.88,18,-5.73,50.45,Throw (completion)
adriehuys,8.48,8.51,18,1.31,24.55,Throw (completion)
jmast,1.31,24.55,18,5.05,34.65,Throw (completion)
moliart,5.05,34.65,18,12.7,42.73,Throw (completion)
areppermu,12.7,42.73,18,6.09,37.95,Throw (completion)
jmast,6.09,37.95,18,-10.26,40.1,Throw (completion)
msheppard,-10.26,40.1,18,-1.02,45.12,Throw (completion)
jmast,6.76,42.18,18,12.76,64.59,Throw (completion)
kmarcus,0.54,20.18,18,7.77,30.27,Throw (completion)
bhart,7.77,30.27,18,15.54,40.9,Throw (completion)
kmarcus,15.54,40.9,19,14.93,105.4,Goal
adriehuys,15.64,25.16,18,10.13,17.38,Throw (completion)
jmast,10.13,17.38,18,-8.85,19.89,Throw (completion)
cnewell,-8.85,19.89,18,1.5,18.91,Throw (completion)
jmast,1.5,18.91,18,11.54,19.71,Throw (completion)
adriehuys,11.54,19.71,18,16.37,24.55,Throw (completion)
jmast,16.37,24.55,18,14.05,32.51,Throw (completion)
moliart,14.05,32.51,18,8.17,42.97,Throw (completion)
jmast,8.17,42.97,18,14.97,42.06,Throw (completion)
adriehuys,14.97,42.06,18,14.48,65.81,Throw (completion)
jtowle,14.48,65.81,18,20.23,68.2,Throw (completion)
moliart,20.23,68.2,18,22.62,69.67,Throw (completion)
adriehuys,22.62,69.67,18,8.35,64.4,Throw (completion)
jmast,8.35,64.4,18,-15.77,72.3,Throw (completion)
areppermu,-15.77,72.3,18,-22.69,83.32,Throw (completion)
cnewell,-22.69,83.32,19,-24.53,106.46,Goal
bhart,-10.17,10.15,18,0.88,21.34,Throw (completion)
kmarcus,0.88,21.34,18,-14.94,39.4,Throw (completion)
tschewe,-14.94,39.4,18,-9.76,44.31,Throw (completion)
bhart,11.45,72.4,18,-3.76,73.7,Throw (completion)
kmarcus,-3.76,73.7,18,-21.28,93.4,Throw (completion)
tschewe,-21.28,93.4,19,-23.13,105.13,Goal
cnewell,-3.59,12.97,18,3.21,23.26,Throw (completion)
jmast,3.21,23.26,18,1.86,30.91,Throw (completion)
jtowle,1.86,30.91,18,-7.02,44.81,Throw (completion)
moliart,-7.02,44.81,18,0.27,53.69,Throw (completion)
jtowle,0.27,53.69,22,-7.04,67.5,Throwaway
dgarlock,7.04,52.5,18,-4.1,43.5,Throw (completion)
mmccarthy,-9.83,63.27,18,-4.1,52.15,Throw (completion)
dbarram,-26.67,42.54,18,-25.17,31.63,Throw (completion)
slatarski,-25.17,31.63,18,-20.81,18.27,Throw (completion)
dbarram,-20.81,18.27,18,-3.62,20.31,Throw (completion)
fmoren,-3.62,20.31,18,8.32,34.63,Throw (completion)
sradlauer,8.32,34.63,18,9.2,49.36,Throw (completion)
cstillwel,9.2,49.36,18,10.02,40.56,Throw (completion)
jsnyder,10.02,40.56,18,-18.35,40.77,Throw (completion)
jmoore1,-18.35,40.77,18,-17.26,57.54,Throw (completion)
slatarski,-17.26,57.54,18,-17.33,73.7,Throw (completion)
sradlauer,-17.33,73.7,18,-17.6,66.0,Throw (completion)
slatarski,-17.6,66.0,18,-18.83,72.54,Throw (completion)
dbarram,-18.83,72.54,18,-20.6,77.11,Throw (completion)
slatarski,-20.6,77.11,18,-23.6,84.06,Throw (completion)
sradlauer,-23.6,94.06,18,1.29,93.68,Throw (completion)
jmoore1,1.29,93.68,19,6.13,103.7,Goal
emagsig,-1.28,5.58,18,-2.13,20.52,Throw (completion)
clung,-2.13,20.52,18,-11.0,30.12,Throw (completion)
wfrankenb,-11.0,30.12,18,-23.03,42.51,Throw (completion)
clung,-23.03,42.51,22,-21.67,94.35,Throwaway
arueda,21.67,25.65,18,-1.3,10.36,Throw (completion)
qbuermeye,12.54,35.18,18,22.23,48.75,Throw (completion)
bthoennes,22.23,48.75,18,14.79,86.38,Throw (completion)
nredmond,14.79,86.38,19,19.5,101.72,Goal
ichang,4.06,25.87,18,21.56,38.13,Throw (completion)
emagsig,21.56,48.13,18,1.76,98.38,Throw (completion)
ichang,1.76,98.38,19,5.16,105.06,Goal
dbarram,26.66,39.88,18,-15.55,39.13,Throw (completion)
fmoren,-15.55,39.13,18,-25.38,56.86,Throw (completion)
jmoore1,-25.38,56.86,18,-18.69,53.04,Throw (completion)
fmoren,-18.69,53.04,18,-7.64,69.61,Throw (completion)
slatarski,-7.64,69.61,18,-17.33,74.59,Throw (completion)
dbarram,-17.33,74.59,18,-12.42,66.47,Throw (completion)
slatarski,-12.42,66.47,18,-12.42,79.9,Throw (completion)
jmoore1,-12.42,89.9,18,-12.35,73.56,Throw (completion)
slatarski,-12.35,73.56,18,-17.6,69.2,Throw (completion)
dbarram,-17.6,69.2,18,-24.9,91.63,Throw (completion)
jmoore1,-24.9,91.63,19,-21.42,104.45,Goal
emagsig,16.58,5.1,18,4.43,12.26,Throw (completion)
clung,4.43,12.26,18,19.37,8.98,Throw (completion)
emagsig,19.37,8.98,18,25.93,21.01,Throw (completion)
jvallee,-15.25,92.18,22,-19.38,111.74,Throwaway
bthoennes,25.43,19.56,18,8.66,19.56,Throw (completion)
arueda,8.66,19.56,18,-4.92,18.81,Throw (completion)
bthoennes,17.11,43.9,18,19.77,90.95,Throw (completion)
emagsig,-16.71,17.73,18,20.47,76.51,Throw (completion)
wfrankenb,20.47,76.51,18,24.72,90.85,Throw (completion)
dbarram,-14.6,10.63,18,-1.3,17.52,Throw (completion)
jsnyder,-1.3,17.52,18,-14.67,9.0,Throw (completion)
dbarram,-14.67,9.0,18,1.43,8.79,Throw (completion)
jsnyder,1.43,8.79,18,15.61,15.88,Throw (completion)
sradlauer,15.61,15.88,18,1.63,11.72,Throw (completion)
jsnyder,1.63,11.72,18,-18.76,23.11,Throw (completion)
cstillwel,-18.76,23.11,18,0.0,19.5,Throw (completion)
jsnyder,0.0,19.5,18,-17.81,22.77,Throw (completion)
dbarram,-17.81,22.77,18,-3.69,16.97,Throw (completion)
jsnyder,-3.69,16.97,18,9.0,21.54,Throw (completion)
dbarram,9.0,21.54,18,-0.41,16.5,Throw (completion)
jsnyder,-0.41,16.5,18,10.63,16.9,Throw (completion)
sradlauer,10.63,16.9,18,9.27,33.13,Throw (completion)
dbarram,9.27,33.13,18,18.61,94.36,Throw (completion)
fmoren,18.61,94.36,19,6.27,111.95,Goal
emagsig,-24.36,49.79,18,-22.42,31.7,Throw (completion)
clung,-22.42,31.7,18,-10.03,37.28,Throw (completion)
emagsig,-10.03,37.28,18,9.65,29.75,Throw (completion)
wfrankenb,9.65,29.75,18,0.3,43.11,Throw (completion)
dburns,0.3,43.11,18,-16.1,39.23,Throw (completion)
emagsig,-16.1,39.23,18,0.3,33.03,Throw (completion)
dburns,0.3,33.03,18,18.64,38.86,Throw (completion)
emagsig,14.88,28.54,18,24.84,40.2,Throw (completion)
clung,24.84,40.2,18,18.16,31.94,Throw (completion)
emagsig,18.16,31.94,18,23.99,43.6,Throw (completion)
wfrankenb,23.99,43.6,18,15.61,57.2,Throw (completion)
wfrankenb,11.35,66.8,18,25.08,68.25,Throw (completion)
wfrankenb,-1.04,69.59,18,24.23,80.52,Throw (completion)
clung,24.23,80.52,19,21.07,104.33,Goal
dbarram,26.66,40.02,18,24.89,25.09,Throw (completion)
slatarski,24.89,25.09,18,11.79,33.06,Throw (completion)
sradlauer,11.79,33.06,18,-9.08,39.75,Throw (completion)
jsnyder,-9.08,39.75,18,-10.3,90.61,Throw (completion)
jmoore1,-10.3,90.61,18,0.54,97.02,Throw (completion)
slatarski,0.54,97.02,18,-19.78,96.2,Throw (completion)
dbarram,-19.78,96.2,19,-21.97,101.59,Goal
emagsig,14.76,3.4,18,9.53,12.63,Throw (completion)
clung,9.53,12.63,18,22.77,23.92,Throw (completion)
clung,10.99,43.48,18,6.62,58.66,Throw (completion)
jvallee,6.62,58.66,18,15.36,49.43,Throw (completion)
clung,15.36,49.43,18,23.87,73.36,Throw (completion)
wfrankenb,23.87,73.36,18,2.49,73.96,Throw (completion)
emagsig,2.49,73.96,18,15.12,64.0,Throw (completion)
wfrankenb,15.12,64.0,18,24.47,67.89,Throw (completion)
jvallee,24.47,67.89,18,4.06,59.14,Throw (completion)
emagsig,4.06,59.14,18,-21.93,70.8,Throw (completion)
emagsig,-10.88,75.42,18,2.85,71.17,Throw (completion)
jvallee,2.85,71.17,18,-11.0,81.74,Throw (completion)
wfrankenb,-11.0,81.74,19,-17.2,108.21,Goal
dbarram,-3.07,9.54,18,6.27,9.0,Throw (completion)
sradlauer,6.27,9.0,18,-2.73,9.06,Throw (completion)
dbarram,-2.73,9.06,18,-19.44,54.68,Throw (completion)
fmoren,-19.44,54.68,18,-17.12,70.22,Throw (completion)
jmoore1,-17.12,70.22,18,-8.05,79.02,Throw (completion)
jsnyder,-8.05,79.02,19,-13.99,108.27,Goal
clung,7.47,8.74,18,4.31,24.41,Throw (completion)
emagsig,4.31,24.41,18,9.53,35.1,Throw (completion)
wfrankenb,9.53,35.1,18,1.64,43.96,Throw (completion)
emagsig,1.64,43.96,18,6.37,35.1,Throw (completion)
wfrankenb,6.37,35.1,18,21.19,39.59,Throw (completion)
emagsig,21.19,39.59,18,7.1,33.52,Throw (completion)
clung,7.1,33.52,18,-8.33,36.8,Throw (completion)
emagsig,-8.33,36.8,22,1.15,107.24,Throwaway
dbarram,-0.21,19.97,18,-11.94,28.43,Throw (completion)
sradlauer,-11.94,28.43,18,1.15,33.4,Throw (completion)
jsnyder,1.15,33.4,18,-13.24,36.61,Throw (completion)
sradlauer,-13.24,36.61,18,-4.71,40.97,Throw (completion)
dbarram,-4.71,40.97,18,11.18,53.31,Throw (completion)
jmoore1,11.18,53.31,18,13.29,47.86,Throw (completion)
dbarram,13.29,47.86,22,-15.96,100.9,Throwaway
emagsig,24.23,24.29,18,16.7,40.93,Throw (completion)
wfrankenb,16.7,40.93,18,2.12,45.06,Throw (completion)
emagsig,2.12,45.06,18,-7.96,52.95,Throw (completion)
clung,-7.96,52.95,22,7.58,102.87,Throwaway
clung,2.97,2.91,18,-5.9,17.36,Throw (completion)
emagsig,-5.9,8.68,18,-22.66,23.07,Throw (completion)
jvallee,-22.66,23.07,18,-24.97,39.83,Throw (completion)
jvallee,-23.88,54.04,18,-12.46,42.87,Throw (completion)
emagsig,-12.46,42.87,18,-4.8,50.04,Throw (completion)
jvallee,-4.8,50.04,18,3.46,43.48,Throw (completion)
clung,3.46,43.48,18,11.84,51.37,Throw (completion)
jvallee,11.84,51.37,18,18.28,72.51,Throw (completion)
jvallee,2.61,75.06,18,-6.5,81.98,Throw (completion)
dburns,-6.5,81.98,18,-16.83,80.64,Throw (completion)
clung,-16.83,80.64,18,-21.93,91.45,Throw (completion)
dburns,-21.93,91.45,19,-23.15,107.85,Goal
dbarram,-7.58,17.13,18,0.4,12.54,Throw (completion)
sradlauer,0.4,12.54,18,-7.98,22.84,Throw (completion)
dbarram,-7.98,22.84,18,4.7,25.9,Throw (completion)
slatarski,4.7,25.9,18,-2.32,34.7,Throw (completion)
cstillwel,-2.32,34.7,18,-12.42,39.27,Throw (completion)
dbarram,-12.42,39.27,22,-17.26,107.99,Throwaway
ichang,10.02,14.08,18,-16.59,9.35,Throw (completion)
ichang,4.67,10.2,18,25.69,24.04,Throw (completion)
dritthale,25.69,24.04,18,1.15,15.91,Throw (completion)
ichang,1.15,15.91,18,18.16,14.33,Throw (completion)
dritthale,18.16,14.33,18,23.02,29.51,Throw (completion)
ichang,23.02,47.24,18,14.39,39.59,Throw (completion)
dritthale,14.39,39.59,18,1.15,37.65,Throw (completion)
bthoennes,26.66,56.5,18,-15.69,49.02,Throw (completion)
fmoren,-15.69,49.02,18,-9.83,66.61,Throw (completion)
rvickersb,-0.67,66.07,18,19.86,70.44,Throw (completion)
ekerns,19.86,70.44,19,-9.18,108.58,Goal
dbarram,-8.94,29.65,18,5.66,29.59,Throw (completion)
slatarski,5.66,29.59,18,-4.17,22.29,Throw (completion)
dbarram,-4.17,22.29,18,-11.46,68.93,Throw (completion)
cstillwel,-11.46,68.93,18,-4.92,80.11,Throw (completion)
jsnyder,-4.92,80.11,18,5.18,72.75,Throw (completion)
slatarski,5.18,72.75,18,19.64,80.38,Throw (completion)
sradlauer,19.64,80.38,18,9.68,69.34,Throw (completion)
slatarski,9.68,69.34,18,18.27,91.63,Throw (completion)
dbarram,18.27,91.63,19,18.95,116.86,Goal
clung,7.22,8.38,18,-0.55,22.71,Throw (completion)
emagsig,-0.55,22.71,18,-0.79,31.21,Throw (completion)
clung,-0.79,31.21,18,-17.56,29.75,Throw (completion)
wfrankenb,-17.56,29.75,18,-4.93,35.34,Throw (completion)
emagsig,-4.93,35.34,18,15.24,52.46,Throw (completion)
wfrankenb,18.16,62.91,18,-6.26,57.81,Throw (completion)
jvallee,-6.26,57.81,18,16.94,70.68,Throw (completion)
clung,16.94,70.68,19,20.34,107.61,Goal
dbarram,-17.94,30.4,18,-5.6,24.2,Throw (completion)
sradlauer,-5.6,24.2,18,10.36,31.36,Throw (completion)
slatarski,10.36,31.36,18,21.21,46.84,Throw (completion)
jsnyder,21.21,46.84,18,-1.85,98.31,Throw (completion)
fmoren,-1.85,98.31,19,19.23,113.86,Goal
emagsig,-12.09,21.86,18,-24.48,36.55,Throw (completion)
wfrankenb,-24.48,36.55,18,-14.64,45.78,Throw (completion)
emagsig,-14.64,45.78,18,-24.0,68.62,Throw (completion)
emagsig,-0.92,59.27,18,-24.24,73.96,Throw (completion)
clung,-24.24,73.96,18,-25.34,90.72,Throw (completion)
wfrankenb,-25.34,100.0,18,-24.0,86.84,Throw (completion)
emagsig,-24.0,86.84,18,-6.87,77.12,Throw (completion)
dburns,-6.87,77.12,18,7.95,81.37,Throw (completion)
wfrankenb,7.95,81.37,18,-0.55,89.75,Throw (completion)
jvallee,-0.55,89.75,18,-10.88,92.79,Throw (completion)
dburns,-10.88,92.79,19,18.4,115.74,Goal
sradlauer,10.98,11.04,18,-0.69,14.31,Throw (completion)
dbarram,-0.69,14.31,18,-13.24,22.43,Throw (completion)
slatarski,-13.24,22.43,18,-20.67,33.61,Throw (completion)
cstillwel,-20.67,33.61,18,-17.12,22.97,Throw (completion)
slatarski,-17.12,22.97,22,-13.3,74.28,Throwaway
rvickersb,23.62,56.47,18,7.59,64.25,Throw (completion)
ichang,7.59,64.25,18,22.05,70.68,Throw (completion)
rvickersb,22.05,70.68,18,15.12,63.76,Throw (completion)
rvickersb,-1.16,63.52,22,-21.49,81.94,Throwaway
dbarram,21.49,38.06,18,11.11,26.18,Throw (completion)
slatarski,11.11,26.18,18,-3.35,36.75,Throw (completion)
sradlauer,-3.35,36.75,18,2.72,28.56,Throw (completion)
dbarram,2.72,28.56,18,-4.37,36.13,Throw (completion)
sradlauer,-4.37,36.13,18,-22.85,43.22,Throw (completion)
jmoore1,-22.85,43.22,18,-23.19,30.13,Throw (completion)
sradlauer,-23.19,30.13,18,-13.51,47.93,Throw (completion)
jmoore1,-13.51,47.93,18,-1.16,51.68,Throw (completion)
fmoren,-1.16,51.68,18,14.79,59.59,Throw (completion)
jsnyder,14.79,59.59,18,1.7,61.09,Throw (completion)
slatarski,1.7,61.09,18,-3.21,53.99,Throw (completion)
jsnyder,-3.21,53.99,18,-5.32,60.34,Throw (completion)
slatarski,-5.32,60.34,18,9.82,59.93,Throw (completion)
dbarram,9.82,59.93,18,19.16,79.02,Throw (completion)
jmoore1,19.16,79.02,19,19.3,108.27,Goal
emagsig,-26.67,57.93,18,0.3,73.72,Throw (completion)
dburns,0.3,73.72,18,-3.71,87.08,Throw (completion)
wfrankenb,-3.71,87.08,18,-7.6,96.55,Throw (completion)
wfrankenb,-4.56,78.34,18,-26.43,94.25,Throw (completion)
clung,-26.43,94.25,19,-25.58,105.3,Goal
dbarram,-12.35,12.81,18,-3.69,24.68,Throw (completion)
arueda,-3.69,24.68,18,-2.8,31.43,Throw (completion)
cstillwel,-2.8,31.43,18,16.3,28.56,Throw (completion)
sradlauer,16.3,28.56,18,17.25,33.4,Throw (completion)
arueda,17.25,43.4,18,9.07,42.68,Throw (completion)
sradlauer,9.07,42.68,18,12.95,63.54,Throw (completion)
arueda,12.95,63.54,18,17.59,81.95,Throw (completion)
cstillwel,17.59,81.95,18,8.38,84.68,Throw (completion)
jsnyder,8.38,84.68,18,-6.28,80.79,Throw (completion)
jmoore1,-6.28,80.79,19,-21.69,110.52,Goal
clung,-5.53,19.55,18,17.43,27.08,Throw (completion)
emagsig,17.43,27.08,18,0.3,19.91,Throw (completion)
clung,0.3,19.91,18,-0.79,45.18,Throw (completion)
jvallee,-0.79,45.18,18,7.59,52.95,Throw (completion)
wfrankenb,7.59,52.95,18,8.44,63.76,Throw (completion)
dburns,8.44,63.76,18,-5.05,71.65,Throw (completion)
emagsig,-3.71,70.68,18,1.51,76.76,Throw (completion)
jvallee,1.51,76.76,18,-23.15,84.41,Throw (completion)
emagsig,-23.15,84.41,18,-26.31,95.82,Throw (completion)
emagsig,-26.31,95.82,19,-23.51,111.61,Goal
dbarram,-17.06,15.47,18,-5.53,18.75,Throw (completion)
arueda,-5.53,18.75,22,-4.45,42.56,Throwaway
ichang,-19.14,93.88,19,-14.89,110.89,Goal
dbarram,26.66,51.54,18,24.89,30.88,Throw (completion)
slatarski,24.89,30.88,18,24.41,28.29,Throw (completion)
dbarram,24.41,28.29,18,16.91,22.56,Throw (completion)
sradlauer,16.91,22.56,18,25.43,45.13,Throw (completion)
slatarski,25.43,45.13,22,14.66,103.43,Throwaway
jsnyder,7.5,9.75,18,20.52,21.27,Throw (completion)
slatarski,20.52,21.27,18,20.32,39.0,Throw (completion)
