player_id,thrower_x,thrower_y,event_type,dest_x,dest_y,event_name
jbrissett,21.2,17.33,18,2.84,23.0,Throw (completion)
jbrissett,17.34,18.93,22,17.34,18.93,Throwaway
lcomire,26.46,72.9,18,18.49,65.49,Throw (completion)
amuraoka,18.49,65.49,18,4.08,65.69,Throw (completion)
dmiller2,-14.04,70.98,18,1.33,69.95,Throw (completion)
amuraoka,1.33,69.95,18,-12.94,77.84,Throw (completion)
dmiller2,-3.81,83.54,20,21.01,96.88,Drop
jbrissett,-21.01,23.12,18,-0.15,20.46,Throw (completion)
qbonnaud,-0.15,20.46,18,11.58,29.12,Throw (completion)
kgroulx,11.58,29.12,18,18.65,38.95,Throw (completion)
tdecraene,22.95,49.15,22,23.92,63.81,Throwaway
lcomire,-23.92,56.19,18,-6.77,26.01,Throw (completion)
amuraoka,9.71,26.49,18,13.14,44.0,Throw (completion)
dmiller2,13.14,44.0,18,25.08,61.37,Throw (completion)
tdecraene,-17.42,25.77,18,-2.12,20.89,Throw (completion)
jbrissett,-2.12,20.89,18,-13.92,31.23,Throw (completion)
qbonnaud,-2.12,29.34,18,10.63,24.9,Throw (completion)
jbrissett,10.63,24.9,18,21.34,35.89,Throw (completion)
kgroulx,21.34,35.89,19,19.38,107.76,Goal
aturcotte,0.0,40.0,18,7.44,56.91,Throw (completion)
ostonehou,7.44,56.91,22,-2.58,110.66,Throwaway
ctremblay,-2.85,22.93,18,-14.65,30.58,Throw (completion)
rpoloz,7.86,88.34,18,12.04,87.45,Throw (completion)
aturcotte,12.04,87.45,18,0.3,87.04,Throw (completion)
rpoloz,0.3,87.04,18,12.52,82.65,Throw (completion)
aodonnell,12.52,82.65,18,15.82,79.01,Throw (completion)
rpoloz,15.82,79.01,18,0.1,78.74,Throw (completion)
rpoloz,1.47,69.88,18,-2.58,64.05,Throw (completion)
rpoloz,-3.27,64.66,18,4.35,69.88,Throw (completion)
rpoloz,9.09,77.09,18,14.58,89.72,Throw (completion)
ostonehou,14.58,89.72,19,17.46,103.86,Goal
jbrissett,-1.54,19.95,18,-10.79,27.01,Throw (completion)
tdecraene,-10.79,27.01,18,-4.38,17.83,Throw (completion)
jbrissett,7.94,21.33,18,17.41,38.0,Throw (completion)
kgroulx,17.41,38.0,22,8.65,46.91,Throwaway
orobinson,-8.65,73.09,18,3.94,68.03,Throw (completion)
orobinson,11.56,91.51,18,4.83,82.03,Throw (completion)
jbrissett,-12.78,44.58,18,-16.33,37.79,Throw (completion)
tdecraene,-16.33,37.79,18,-18.22,52.86,Throw (completion)
jbrissett,-18.22,52.86,22,19.67,116.43,Throwaway
orobinson,-10.47,20.59,20,-12.3,48.64,Drop
tdecraene,10.92,74.49,18,0.43,67.13,Throw (completion)
jbrissett,0.43,67.13,18,-11.95,79.51,Throw (completion)
tdecraene,-11.95,79.51,18,-17.56,91.45,Throw (completion)
jbrissett,-17.56,91.45,19,-16.33,113.3,Goal
aodonnell,-2.44,11.87,18,1.33,23.27,Throw (completion)
aturcotte,1.33,23.27,18,16.43,31.71,Throw (completion)
rpoloz,16.43,31.71,18,16.57,52.65,Throw (completion)
ostonehou,16.57,52.65,18,12.59,68.03,Throw (completion)
gmckee,12.59,68.03,19,2.77,110.11,Goal
dlacombeb,1.96,24.17,18,21.12,45.58,Throw (completion)
tdecraene,21.12,45.58,22,3.27,115.12,Throwaway
lcomire,23.78,20.38,18,22.96,30.61,Throw (completion)
dmiller2,22.96,30.61,18,15.34,22.03,Throw (completion)
lcomire,15.34,22.03,18,-6.01,26.22,Throw (completion)
amuraoka,-16.1,41.67,18,-16.38,65.21,Throw (completion)
dmiller2,-16.38,65.21,20,-7.68,85.65,Drop
dlacombeb,7.68,34.35,18,-13.78,36.55,Throw (completion)
kgroulx,-22.01,52.64,19,-16.84,107.18,Goal
aodonnell,-24.27,11.94,18,-9.24,17.64,Throw (completion)
aturcotte,-9.24,17.64,18,-4.3,13.79,Throw (completion)
aodonnell,-4.3,13.79,18,0.1,21.83,Throw (completion)
rpoloz,0.1,21.83,18,5.38,32.4,Throw (completion)
ostonehou,5.38,32.4,18,2.36,40.36,Throw (completion)
rpoloz,2.36,40.36,18,-1.07,53.13,Throw (completion)
gmckee,-1.07,53.13,18,-0.45,63.91,Throw (completion)
aturcotte,-0.45,63.91,18,-5.87,55.88,Throw (completion)
gmckee,-5.87,55.88,18,-9.92,70.29,Throw (completion)
gmckee,-7.18,62.88,18,-17.68,67.27,Throw (completion)
aturcotte,-9.72,58.62,19,17.19,106.4,Goal
kgroulx,-16.18,31.96,18,-13.19,57.88,Throw (completion)
jbrissett,-1.46,37.2,18,16.61,48.05,Throw (completion)
tdecraene,16.61,48.05,18,16.24,63.27,Throw (completion)
kgroulx,16.24,63.27,18,12.45,50.09,Throw (completion)
tdecraene,12.45,50.09,18,-15.96,39.75,Throw (completion)
qbonnaud,-13.19,43.68,18,13.55,68.73,Throw (completion)
tdecraene,11.87,76.96,18,-0.08,95.53,Throw (completion)
qbonnaud,-0.08,95.53,19,8.3,113.51,Goal
aturcotte,0.0,40.0,18,-9.85,38.23,Throw (completion)
aodonnell,-9.85,38.23,18,-6.63,33.29,Throw (completion)
rpoloz,-6.63,33.29,18,-16.03,34.32,Throw (completion)
aodonnell,-16.03,34.32,18,-14.25,44.96,Throw (completion)
rpoloz,-14.25,44.96,18,-21.39,63.77,Throw (completion)
aodonnell,-10.54,64.94,18,-15.35,72.76,Throw (completion)
aturcotte,-15.35,72.76,18,-10.27,64.66,Throw (completion)
ostonehou,-10.27,64.66,18,-17.41,71.12,Throw (completion)
aturcotte,-17.41,71.12,18,-2.58,67.41,Throw (completion)
jbrissett,-8.2,31.61,22,-5.38,67.23,Throwaway
aturcotte,5.38,52.77,18,8.95,38.64,Throw (completion)
ostonehou,8.95,38.64,18,1.88,43.93,Throw (completion)
rpoloz,0.3,37.62,18,-12.6,41.05,Throw (completion)
aturcotte,-12.6,41.05,18,-10.54,49.97,Throw (completion)
rpoloz,-9.92,68.78,18,-13.42,76.61,Throw (completion)
ostonehou,-13.42,76.61,18,-17.27,84.02,Throw (completion)
rpoloz,-17.27,84.02,18,-19.6,91.02,Throw (completion)
jbrissett,14.79,20.0,18,21.34,31.89,Throw (completion)
jbrissett,-10.06,29.63,20,15.0,110.24,Drop
aodonnell,1.06,9.74,18,0.65,23.89,Throw (completion)
aturcotte,0.65,23.89,18,-18.57,34.11,Throw (completion)
rpoloz,-18.57,34.11,18,-19.88,60.68,Throw (completion)
ostonehou,-19.88,60.68,18,-9.92,35.28,Throw (completion)
aodonnell,-9.92,35.28,18,-17.06,46.68,Throw (completion)
gmckee,-21.66,54.3,18,-12.6,65.42,Throw (completion)
ostonehou,-12.6,65.42,22,-10.03,68.14,Throwaway
ctremblay,10.03,51.86,18,9.54,30.65,Throw (completion)
lcomire,-22.14,19.83,18,-20.84,34.94,Throw (completion)
amuraoka,-20.84,34.94,18,-11.23,31.71,Throw (completion)
amuraoka,14.58,45.51,18,3.67,48.67,Throw (completion)
lcomire,3.67,48.67,18,7.44,59.1,Throw (completion)
jbrissett,0.0,40.0,18,-6.85,29.63,Throw (completion)
tdecraene,7.43,52.93,18,-2.26,61.45,Throw (completion)
jbrissett,-3.72,53.22,18,9.98,52.5,Throw (completion)
tdecraene,9.98,42.5,18,18.72,66.26,Throw (completion)
qbonnaud,18.72,66.26,18,10.49,54.32,Throw (completion)
tdecraene,10.49,54.32,18,19.23,66.84,Throw (completion)
jbrissett,19.23,66.84,18,6.84,82.06,Throw (completion)
jbrissett,-1.97,79.36,18,17.63,85.99,Throw (completion)
tdecraene,17.63,85.99,19,21.2,107.18,Goal
aodonnell,3.53,2.12,18,-7.32,6.79,Throw (completion)
aturcotte,-7.32,6.79,18,-0.04,7.96,Throw (completion)
aodonnell,-0.04,7.96,18,-15.62,9.06,Throw (completion)
rpoloz,-15.62,9.06,18,-5.81,18.32,Throw (completion)
rpoloz,1.47,12.9,18,8.2,21.83,Throw (completion)
aodonnell,8.2,21.83,18,3.6,30.27,Throw (completion)
aturcotte,3.6,30.27,22,2.62,79.41,Throwaway
ctremblay,-2.62,40.59,20,-11.94,53.07,Drop
aodonnell,11.94,66.93,18,-2.99,72.9,Throw (completion)
ostonehou,-2.99,72.9,18,-14.25,76.13,Throw (completion)
rpoloz,-14.25,76.13,19,-18.37,111.55,Goal
dlacombeb,0.0,60.0,18,0.14,78.27,Throw (completion)
kgroulx,0.14,78.27,18,0.87,91.38,Throw (completion)
dlacombeb,-18.07,89.34,19,-18.22,107.25,Goal
aodonnell,-0.11,20.0,18,-0.45,16.75,Throw (completion)
aturcotte,-0.45,16.75,18,9.02,25.6,Throw (completion)
ostonehou,9.02,25.6,22,21.34,51.48,Throwaway
ctremblay,-21.94,63.71,18,-22.66,86.94,Throw (completion)
qbonnaud,-3.28,84.75,18,1.38,74.05,Throw (completion)
jbrissett,1.38,74.05,18,13.26,35.46,Throw (completion)
kgroulx,13.26,35.46,22,-4.42,90.61,Throwaway
lcomire,20.14,33.29,18,20.76,24.16,Throw (completion)
amuraoka,12.04,7.96,18,16.43,19.29,Throw (completion)
dmiller2,16.43,19.29,18,18.01,34.87,Throw (completion)
amuraoka,18.01,34.87,22,18.24,92.03,Throwaway
ctremblay,-19.97,41.06,18,-16.54,50.02,Throw (completion)
amuraoka,19.98,21.8,18,21.93,34.66,Throw (completion)
amuraoka,17.12,37.13,18,10.87,26.63,Throw (completion)
lcomire,-3.68,25.26,18,4.42,36.31,Throw (completion)
dmiller2,4.42,36.31,18,6.55,50.25,Throw (completion)
amuraoka,6.55,50.25,18,7.99,18.46,Throw (completion)
ostonehou,7.99,18.46,18,6.69,46.2,Throw (completion)
amuraoka,6.69,46.2,18,14.44,51.62,Throw (completion)
lcomire,14.44,51.62,18,4.9,62.26,Throw (completion)
amuraoka,4.9,62.26,18,4.42,65.01,Throw (completion)
dmiller2,4.42,65.01,18,15.61,69.13,Throw (completion)
ostonehou,15.61,69.13,18,14.65,76.88,Throw (completion)
dmiller2,14.65,76.88,22,13.28,114.09,Throwaway
ctremblay,-0.95,23.66,18,11.73,28.25,Throw (completion)
ctremblay,6.84,39.53,18,9.25,14.63,Throw (completion)
ctremblay,21.63,67.35,22,15.88,102.16,Throwaway
lcomire,-20.49,19.83,22,-23.69,49.63,Throwaway
lcomire,23.73,27.08,18,9.78,22.72,Throw (completion)
amuraoka,9.78,22.72,18,17.6,33.15,Throw (completion)
ostonehou,17.6,33.15,18,19.39,53.34,Throw (completion)
amuraoka,12.11,34.32,18,19.18,59.31,Throw (completion)
lcomire,19.18,59.31,22,0.78,113.34,Throwaway
lcomire,-6.42,98.02,22,14.92,108.46,Throwaway
ctremblay,5.9,24.75,18,16.24,27.59,Throw (completion)
amuraoka,-15.62,67.34,18,-7.52,51.96,Throw (completion)
lcomire,-7.52,51.96,18,-16.86,80.11,Throw (completion)
ostonehou,-16.86,80.11,18,-0.79,76.33,Throw (completion)
lcomire,-0.79,76.33,18,7.31,82.72,Throw (completion)
aturcotte,7.31,82.72,18,18.77,79.15,Throw (completion)
amuraoka,18.77,79.15,19,21.31,107.71,Goal
jbrissett,0.0,40.0,18,-16.18,79.36,Throw (completion)
tdecraene,-16.18,79.36,19,15.73,104.19,Goal
lcomire,0.37,16.68,18,8.4,29.58,Throw (completion)
aturcotte,8.4,29.58,18,14.51,31.23,Throw (completion)
amuraoka,14.51,31.23,18,19.8,42.83,Throw (completion)
aturcotte,5.52,28.62,18,-11.02,45.1,Throw (completion)
lcomire,-11.02,45.1,22,-0.03,103.63,Throwaway
jbrissett,0.03,16.37,18,1.89,25.99,Throw (completion)
tdecraene,14.71,37.13,18,-5.18,30.29,Throw (completion)
qbonnaud,-22.96,41.21,18,10.92,40.12,Throw (completion)
tdecraene,19.01,65.82,18,4.22,43.83,Throw (completion)
jbrissett,4.22,43.83,18,21.63,52.06,Throw (completion)
tdecraene,21.63,52.06,18,20.91,73.61,Throw (completion)
jbrissett,20.91,73.61,18,20.83,89.34,Throw (completion)
aodonnell,9.78,13.72,18,2.29,20.0,Throw (completion)
aturcotte,2.29,20.0,18,17.4,35.28,Throw (completion)
ostonehou,17.4,35.28,18,10.05,24.57,Throw (completion)
rpoloz,10.05,24.57,18,-2.37,31.64,Throw (completion)
aturcotte,-2.37,31.64,22,-24.26,41.97,Throwaway
ctremblay,-14.8,68.81,18,-4.16,75.29,Throw (completion)
lcomire,0.24,9.74,18,-0.79,22.92,Throw (completion)
lcomire,-9.1,28.69,18,-24.48,33.98,Throw (completion)
dmiller2,-24.48,33.98,18,-24.41,59.38,Throw (completion)
lcomire,-24.41,59.38,20,-5.6,109.49,Drop
ctremblay,0.07,28.39,18,-14.07,25.92,Throw (completion)
dlacombeb,-14.07,25.92,18,-0.88,32.11,Throw (completion)
ctremblay,4.88,28.9,18,2.33,39.46,Throw (completion)
amuraoka,-10.12,78.22,22,-24.73,99.03,Throwaway
ctremblay,21.05,32.18,18,3.13,33.71,Throw (completion)
dlacombeb,-15.74,36.84,18,-20.33,50.02,Throw (completion)
ctremblay,-1.24,51.77,18,5.31,60.21,Throw (completion)
lcomire,14.86,26.15,18,20.21,41.94,Throw (completion)
orobinson,15.89,37.96,18,20.9,65.9,Throw (completion)
orobinson,12.04,54.23,18,19.25,65.42,Throw (completion)
lcomire,19.25,65.42,19,19.32,104.41,Goal
kgroulx,13.55,40.84,22,5.22,76.4,Throwaway
jbrissett,11.8,33.49,22,8.07,70.12,Throwaway
lcomire,-11.23,48.87,18,-2.78,50.73,Throw (completion)
dmiller2,2.91,49.29,18,-0.79,42.76,Throw (completion)
amuraoka,-0.79,42.76,18,-13.77,71.67,Throw (completion)
lcomire,-13.77,71.67,18,-11.57,85.33,Throw (completion)
dmiller2,-11.57,85.33,19,-8.21,107.57,Goal
kgroulx,24.55,17.98,22,9.27,45.56,Throwaway
orobinson,0.44,50.93,18,5.8,49.35,Throw (completion)
orobinson,-6.56,61.23,18,-21.18,73.31,Throw (completion)
tdecraene,9.54,56.28,18,14.2,42.96,Throw (completion)
qbonnaud,14.2,42.96,18,18.5,54.24,Throw (completion)
tdecraene,18.5,54.24,22,-0.88,111.4,Throwaway
orobinson,-3.13,19.49,18,-4.43,39.33,Throw (completion)
ctremblay,-6.08,67.06,18,-17.13,73.17,Throw (completion)
jbrissett,-17.13,73.17,18,-14.43,83.88,Throw (completion)
tdecraene,-14.43,83.88,18,-12.9,70.48,Throw (completion)
jbrissett,-12.9,70.48,18,-13.05,76.74,Throw (completion)
tdecraene,-13.05,66.74,18,-13.05,66.73,Throw (completion)
jbrissett,-13.05,66.73,18,8.96,69.97,Throw (completion)
ctremblay,8.96,69.97,18,18.36,80.6,Throw (completion)
tdecraene,18.36,80.6,19,19.3,109.36,Goal
aodonnell,-4.71,12.42,18,0.3,21.07,Throw (completion)
aturcotte,0.3,21.07,18,5.18,30.82,Throw (completion)
gmckee,9.78,44.82,18,19.18,46.75,Throw (completion)
rpoloz,19.18,46.75,18,25.15,59.93,Throw (completion)
ostonehou,25.15,59.93,18,20.21,40.98,Throw (completion)
aturcotte,20.21,40.98,18,1.81,28.0,Throw (completion)
aodonnell,1.81,28.0,18,-10.06,44.0,Throw (completion)
gmckee,-10.06,44.0,18,-22.9,59.31,Throw (completion)
lcomire,-22.9,59.31,18,-16.51,77.5,Throw (completion)
aturcotte,-16.51,77.5,18,-24.54,93.43,Throw (completion)
ostonehou,-24.54,93.43,19,-19.6,111.76,Goal
jbrissett,10.27,26.94,18,19.89,41.28,Throw (completion)
tdecraene,19.89,41.28,18,20.54,53.3,Throw (completion)
jbrissett,20.54,53.3,18,2.11,64.15,Throw (completion)
tdecraene,-9.99,66.04,22,-16.25,114.1,Throwaway
lcomire,26.66,19.77,18,19.73,70.29,Throw (completion)
dmiller2,19.73,70.29,18,13.35,64.66,Throw (completion)
jbrissett,-1.1,34.95,18,5.53,45.94,Throw (completion)
qbonnaud,5.53,45.94,18,8.96,50.97,Throw (completion)
jbrissett,8.96,50.97,18,19.08,60.36,Throw (completion)
tdecraene,19.08,60.36,18,6.33,46.67,Throw (completion)
jbrissett,6.33,46.67,18,7.57,67.2,Throw (completion)
kgroulx,7.57,67.2,18,20.1,65.38,Throw (completion)
tdecraene,20.1,65.38,18,23.16,81.69,Throw (completion)
kgroulx,23.16,81.69,22,4.88,110.75,Throwaway
aodonnell,-12.81,11.87,18,-3.06,20.11,Throw (completion)
aturcotte,-3.06,20.11,18,-11.71,32.6,Throw (completion)
rpoloz,-11.71,32.6,18,-16.17,33.98,Throw (completion)
aodonnell,-16.17,33.98,18,-23.17,44.48,Throw (completion)
aturcotte,-23.17,44.48,18,-7.8,47.78,Throw (completion)
gmckee,-7.8,47.78,18,1.68,54.3,Throw (completion)
aturcotte,-2.3,57.39,18,-19.26,65.62,Throw (completion)
ostonehou,-19.26,65.62,18,-5.87,63.56,Throw (completion)
aodonnell,-5.87,63.56,18,-15.55,74.55,Throw (completion)
aturcotte,-15.55,74.55,18,0.44,74.27,Throw (completion)
rpoloz,11.01,81.0,19,11.56,104.27,Goal
jbrissett,8.59,24.68,18,16.39,38.15,Throw (completion)
qbonnaud,16.39,38.15,18,-7.22,24.39,Throw (completion)
jbrissett,-7.22,24.39,18,-13.41,33.49,Throw (completion)
tdecraene,-13.41,33.49,18,-3.72,50.89,Throw (completion)
jbrissett,7.06,47.79,18,9.61,72.45,Throw (completion)
tdecraene,-4.09,69.83,18,-13.92,66.11,Throw (completion)
jbrissett,-13.92,66.11,18,-18.51,75.72,Throw (completion)
dlacombeb,-18.51,75.72,18,-4.81,76.82,Throw (completion)
jbrissett,-4.81,76.82,18,9.47,72.66,Throw (completion)
qbonnaud,9.47,72.66,18,-4.96,67.79,Throw (completion)
jbrissett,-4.96,67.79,18,-10.64,74.05,Throw (completion)
qbonnaud,-10.64,74.05,18,-17.71,84.39,Throw (completion)
tdecraene,-17.71,84.39,19,-20.77,113.08,Goal
aodonnell,-11.57,11.87,18,-5.26,21.28,Throw (completion)
aturcotte,-5.26,21.28,18,6.48,29.93,Throw (completion)
ostonehou,6.48,29.93,18,10.33,42.35,Throw (completion)
aturcotte,10.33,42.35,18,-0.31,38.3,Throw (completion)
ostonehou,-0.31,38.3,18,-17.2,40.98,Throw (completion)
gmckee,-17.2,40.98,22,-23.91,53.23,Throwaway
ctremblay,23.91,66.77,18,3.71,56.94,Throw (completion)
lcomire,-10.61,20.18,18,1.54,23.61,Throw (completion)
lcomire,-13.7,28.42,18,-16.38,54.3,Throw (completion)
amuraoka,-16.38,54.3,18,-0.11,44.21,Throw (completion)
lcomire,19.52,44.0,18,12.8,68.99,Throw (completion)
dmiller2,21.24,78.05,18,18.56,89.1,Throw (completion)
dlacombeb,-20.19,30.07,18,1.09,34.22,Throw (completion)
ctremblay,1.09,34.22,18,0.29,45.5,Throw (completion)
lcomire,-0.78,72.43,18,0.65,76.68,Throw (completion)
dmiller2,0.65,76.68,18,9.23,91.57,Throw (completion)
amuraoka,-5.46,86.7,18,-14.87,94.66,Throw (completion)
ostonehou,-14.87,94.66,18,-1.48,82.44,Throw (completion)
amuraoka,-3.61,94.11,20,-3.47,101.87,Drop
dlacombeb,7.79,25.33,18,-11.95,28.83,Throw (completion)
ctremblay,-11.95,28.83,18,-18.0,43.1,Throw (completion)
dlacombeb,-22.66,56.14,18,-1.03,48.05,Throw (completion)
ctremblay,-1.03,48.05,18,-18.51,60.5,Throw (completion)
dlacombeb,-18.51,60.5,18,-21.57,73.47,Throw (completion)
ctremblay,-21.57,73.47,18,-8.75,76.82,Throw (completion)
dlacombeb,-8.75,76.82,18,-16.62,72.52,Throw (completion)
ctremblay,-16.62,72.52,18,-20.48,81.55,Throw (completion)
dlacombeb,-12.1,81.33,18,-20.84,85.7,Throw (completion)
dlacombeb,-10.64,70.26,18,5.24,78.13,Throw (completion)
ctremblay,10.92,93.13,19,12.82,108.13,Goal
aodonnell,10.46,11.94,18,1.75,19.15,Throw (completion)
aturcotte,1.75,19.15,18,-10.47,15.37,Throw (completion)
gmckee,-10.47,15.37,18,-21.8,35.56,Throw (completion)
aturcotte,-23.65,51.21,18,-2.3,46.54,Throw (completion)
gmckee,-2.3,46.54,18,0.85,58.42,Throw (completion)
aturcotte,0.85,58.42,18,10.81,67.68,Throw (completion)
gmckee,10.81,67.68,18,19.11,71.12,Throw (completion)
rpoloz,19.11,71.12,18,12.25,68.23,Throw (completion)
aodonnell,12.25,68.23,18,13.83,72.7,Throw (completion)
aodonnell,10.81,65.69,18,18.15,79.29,Throw (completion)
rpoloz,-0.59,91.51,19,8.2,103.45,Goal
tdecraene,18.72,20.0,18,-7.29,27.3,Throw (completion)
jbrissett,-7.29,27.3,18,16.1,42.52,Throw (completion)
tdecraene,16.1,42.52,18,13.84,52.42,Throw (completion)
jbrissett,13.84,52.42,18,19.67,76.16,Throw (completion)
tdecraene,19.67,76.16,22,21.2,117.08,Throwaway
lcomire,-23.86,20.66,18,-6.97,13.18,Throw (completion)
orobinson,-6.97,13.18,18,1.2,20.66,Throw (completion)
amuraoka,1.2,20.66,18,15.34,26.15,Throw (completion)
amuraoka,18.08,40.09,18,19.45,67.34,Throw (completion)
orobinson,19.45,67.34,20,18.7,83.03,Drop
jbrissett,-18.7,36.97,18,-1.32,45.43,Throw (completion)
tdecraene,-1.32,45.43,18,-0.95,55.77,Throw (completion)
tdecraene,9.98,63.34,18,21.05,71.94,Throw (completion)
kgroulx,21.05,71.94,18,19.23,83.51,Throw (completion)
qbonnaud,21.93,92.76,19,20.98,113.08,Goal
aodonnell,1.47,11.87,18,-0.31,19.63,Throw (completion)
aturcotte,-0.31,19.63,18,-11.16,17.57,Throw (completion)
aodonnell,-11.16,17.57,18,-2.44,17.91,Throw (completion)
aturcotte,-2.44,17.91,18,9.91,15.37,Throw (completion)
aodonnell,9.91,15.37,18,14.99,19.01,Throw (completion)
aturcotte,14.99,19.01,18,6.82,30.96,Throw (completion)
ostonehou,6.82,30.96,18,-2.03,19.77,Throw (completion)
aodonnell,-2.03,19.77,18,-6.29,26.63,Throw (completion)
rpoloz,-6.29,26.63,18,-14.04,24.16,Throw (completion)
aturcotte,-14.04,24.16,18,7.58,30.61,Throw (completion)
gmckee,7.58,30.61,18,5.66,37.62,Throw (completion)
rpoloz,5.66,37.62,18,-2.1,40.36,Throw (completion)
aturcotte,5.45,52.65,20,0.21,64.51,Drop
dlacombeb,-0.66,58.25,18,17.7,64.8,Throw (completion)
tdecraene,17.7,64.8,18,20.32,79.07,Throw (completion)
dlacombeb,20.32,79.07,18,9.47,69.9,Throw (completion)
tdecraene,9.47,69.9,18,-1.39,69.68,Throw (completion)
dlacombeb,-1.39,69.68,22,-21.15,96.16,Throwaway
rpoloz,21.15,23.84,18,12.45,11.39,Throw (completion)
gmckee,12.45,11.39,18,2.57,12.28,Throw (completion)
lcomire,2.57,12.28,18,8.75,20.93,Throw (completion)
gmckee,19.39,22.72,18,19.45,30.06,Throw (completion)
lcomire,19.45,30.06,18,-11.3,34.66,Throw (completion)
rpoloz,-11.3,34.66,18,-3.4,39.06,Throw (completion)
lcomire,3.6,50.8,18,11.97,72.15,Throw (completion)
ostonehou,11.97,72.15,18,9.09,79.7,Throw (completion)
aodonnell,14.03,75.24,19,15.61,101.67,Goal
jbrissett,11.65,13.32,18,0.43,24.24,Throw (completion)
tdecraene,0.43,24.24,18,9.25,31.82,Throw (completion)
jbrissett,9.25,31.82,18,6.63,21.48,Throw (completion)
tdecraene,6.63,21.48,18,-2.99,29.78,Throw (completion)
jbrissett,-2.99,29.78,18,0.07,18.85,Throw (completion)
tdecraene,0.07,18.85,18,4.51,31.01,Throw (completion)
jbrissett,4.51,31.01,18,13.98,34.58,Throw (completion)
tdecraene,13.98,34.58,18,17.34,42.74,Throw (completion)
jbrissett,17.34,42.74,18,20.61,90.36,Throw (completion)
tdecraene,12.89,84.24,19,20.91,106.89,Goal
aodonnell,-9.85,14.96,18,0.78,21.55,Throw (completion)
lcomire,0.78,21.55,18,-8.21,16.13,Throw (completion)
aodonnell,-8.21,16.13,18,1.68,20.59,Throw (completion)
lcomire,1.68,20.59,18,-6.08,16.47,Throw (completion)
aodonnell,-6.08,16.47,18,8.47,27.45,Throw (completion)
lcomire,8.47,27.45,18,0.17,19.9,Throw (completion)
tvandemoo,-11.26,30.58,18,-16.68,41.74,Throw (completion)
bvohnoutk,-16.68,41.74,18,-17.0,60.25,Throw (completion)
mrehder,-16.61,77.67,22,-22.93,105.16,Throwaway
nceluch,23.47,19.25,22,6.54,48.91,Throwaway
mrehder,-6.54,71.09,18,4.99,71.61,Throw (completion)
bvohnoutk,4.99,71.61,18,-5.13,74.19,Throw (completion)
mrehder,-5.13,74.19,18,-13.97,85.29,Throw (completion)
bvohnoutk,-13.97,85.29,19,-17.64,102.45,Goal
whoffenka,26.27,41.12,18,14.37,52.93,Throw (completion)
moliart,14.37,52.93,18,14.27,48.38,Throw (completion)
whoffenka,14.27,48.38,18,-3.83,47.61,Throw (completion)
cnewell,-3.83,47.61,18,-11.48,58.16,Throw (completion)
msheppard,-20.67,67.74,18,-22.22,76.74,Throw (completion)
jtowle,-22.22,76.74,18,-18.35,84.77,Throw (completion)
msheppard,-18.35,84.77,18,-14.96,95.9,Throw (completion)
cnewell,-14.96,85.9,18,-5.76,89.51,Throw (completion)
jtowle,-5.76,89.51,18,-3.15,92.12,Throw (completion)
msheppard,-3.15,92.12,18,8.46,88.16,Throw (completion)
moliart,8.46,88.16,18,4.4,82.35,Throw (completion)
cnewell,4.4,82.35,18,-4.8,90.67,Throw (completion)
jmast,-4.8,90.67,19,16.21,112.06,Goal
jklane,0.61,20.77,18,-8.94,40.19,Throw (completion)
lsovellfe,-8.94,40.19,18,-15.06,57.93,Throw (completion)
kjohnson1,-15.77,74.32,18,14.99,67.16,Throw (completion)
mrehder,14.99,67.16,18,3.57,66.9,Throw (completion)
jklane,3.57,66.9,18,-11.19,75.16,Throw (completion)
bvohnoutk,-11.19,75.16,18,-20.48,83.16,Throw (completion)
kjohnson1,-20.48,83.16,19,-23.12,103.41,Goal
whoffenka,25.89,49.93,18,20.18,38.22,Throw (completion)
jmast,20.18,38.22,18,1.79,41.9,Throw (completion)
cnewell,1.79,41.9,18,1.4,37.06,Throw (completion)
whoffenka,1.4,37.06,18,6.63,39.09,Throw (completion)
cnewell,6.63,39.09,18,9.92,44.22,Throw (completion)
whoffenka,9.92,44.22,18,16.6,54.19,Throw (completion)
msheppard,16.6,54.19,18,22.69,69.96,Throw (completion)
moliart,22.69,69.96,18,17.66,66.0,Throw (completion)
whoffenka,17.66,66.0,18,6.14,57.58,Throw (completion)
cnewell,6.14,57.58,18,-10.51,69.19,Throw (completion)
jtowle,-10.51,69.19,18,-5.09,67.35,Throw (completion)
msheppard,-5.09,67.35,22,20.18,106.54,Throwaway
clacy,-25.38,20.7,22,-25.61,46.28,Throwaway
cnewell,25.61,73.72,18,6.33,81.19,Throw (completion)
jmast,6.33,81.19,18,6.14,94.16,Throw (completion)
jtowle,6.14,94.16,18,-10.12,93.67,Throw (completion)
moliart,-10.12,93.67,19,-21.93,111.48,Goal
tvandemoo,-5.13,26.25,18,14.86,33.29,Throw (completion)
mrehder,14.86,33.29,18,17.18,48.9,Throw (completion)
tvandemoo,14.86,59.54,18,16.21,71.87,Throw (completion)
tvandemoo,8.35,69.16,18,13.05,86.32,Throw (completion)
lsovellfe,13.05,86.32,19,15.57,110.25,Goal
cnewell,-11.67,1.16,18,-16.9,2.12,Throw (completion)
jtowle,-16.9,2.12,18,-18.73,14.61,Throw (completion)
cnewell,-18.73,14.61,18,-13.89,12.19,Throw (completion)
jtowle,-13.89,12.19,18,-0.73,17.61,Throw (completion)
