playerID,name,jerseyNumber,year,teamID
wbrandt,William Brandt,1,2024,windchill
bvohnoutk,Bryan Vohnoutka,3,2024,windchill
nhanson,Noah Hanson,4,2024,windchill
jtaylor,Jordan Taylor,5,2024,windchill
tthomegre,Tyler Thomegreene,7,2024,windchill
sbrauer,Sebastian Brauer,9,2024,windchill
mjordan,Michael Jordan,10,2024,windchill
imccosky,Ian McCosky,8,2024,windchill
cberry,Colin Berry,13,2024,windchill
tbarcus,Tanner Barcus,14,2024,windchill
mpetersen,Michael Petersen,15,2024,windchill
glarson,Gordon Larson,18,2024,windchill
sberglund,Sam Berglund,19,2024,windchill
pkrenik,Paul Krenik,23,2024,windchill
wcasperso,Will Casperson,11,2024,windchill
mpetrovic,Matej Petrovic,25,2024,windchill
clacy,Cameron Lacy,28,2024,windchill
jklane,Josh Klane,29,2024,windchill
mrehder,Matthew Rehder,31,2024,windchill
gcousins,Greg Cousins,32,2024,windchill
jkittlese,James Kittlesen,34,2024,windchill
ajirele1,Anthony Jirele,42,2024,windchill
mwalsh,Mickey Walsh,47,2024,windchill
ddeclerck,Dylan DeClerck,54,2024,windchill
bmatis,Brandon Matis,61,2024,windchill
qsnider,Quinn Snider,98,2024,windchill
tvandemoo,Tristan Van de Moortele,99,2024,windchill
lsovellfe,Leo Sovell-Fernandez,30,2024,windchill
mjohnson,Matthew Johnson,33,2024,windchill
kjohnson1,Kristian Johnson,6,2024,windchill
tshope,Thomas Shope,24,2024,windchill
bkrapfl,Blake Krapfl,51,2024,windchill
madams,Marty Adams,12,2024,windchill
pmans,Peter Mans,2,2024,windchill
gpangburn,Grayson Pangburn,17,2024,windchill
mdehlin,Max Dehlin,40,2024,windchill
ihahn,Ian Hahn,27,2024,windchill
gjagt,Gabe Jagt,40,2024,windchill
arosentha,Aaron Rosenthal,38,2024,spiders
clung,Chris Lung,22,2024,spiders
cbauman,Conor Bauman,44,2024,spiders
dritthale,Daniel Ritthaler,17,2024,spiders
dclyburn,Dexter Clyburn,41,2024,spiders
dnice,Dylan Nice,7,2024,spiders
dburns,Dylan Burns,99,2024,spiders
ekerns,Eli Kerns,92,2024,spiders
emagsig,Evan  Magsig,32,2024,spiders
gmay,Gavin May,0,2024,spiders
jbruner,Jace Bruner,15,2024,spiders
jthorne,Jake Thorne,23,2024,spiders
klaurence,Keenan Laurence,51,2024,spiders
jlim,Justin Lim,14,2024,spiders
mburke1,Matthew Burke,26,2024,spiders
mwilliams,Max Williams,87,2024,spiders
msommer,Morgan Sommer,28,2024,spiders
plaurie,Payton Laurie,12,2024,spiders
radkins,Raekwon Adkins,30,2024,spiders
rcastro,Rafael Castro,1,2024,spiders
rhuang,Ridge Huang,21,2024,spiders
ryeagle,Robert Yeagle,13,2024,spiders
skapalan,Sam Kapalan,,2024,spiders
sthompson,Sawyer Thompson,18,2024,spiders
sdolan,Stephen Dolan,40,2024,spiders
vzhou,Victor Zhou,27,2024,spiders
wfrankenb,Walker Frankenberg,4,2024,spiders
wberreman,Wyatt Berreman,98,2024,spiders
rvickersb,Robin Vickers Batzdorf,2,2024,spiders
awulkan,Adam Wulkan,3,2024,spiders
acurry,Aidan Curry,71,2024,spiders
ichang,Itay Chang,5,2024,spiders
jvallee,Jason Vallee,94,2024,spiders
jmalenfan,Jonah Malenfant,25,2024,spiders
lgrench,Lincoln Grench,77,2024,spiders
cmires,Cole Mires,33,2024,spiders
gschwartz,Gabriel Schwartz-Ketchner,49,2024,spiders
aatkins,Alex Atkins,0,2024,apex
jfroude,Jay Froude,2,2024,apex
aarnstein,Atkin Arnstein,3,2024,apex
mjackson,Matt Jackson,6,2024,apex
jnethercu,Jonathan Nethercutt,7,2024,apex
dlandesma,Danny Landesman,8,2024,apex
sgoldstei,Sam Goldstein,9,2024,apex
sfaris,Seth Faris,11,2024,apex
ssemrin,Saeed Semrin,13,2024,apex
ccannon,Charles Cannon,16,2024,apex
tbrewster,Thomas Brewster,22,2024,apex
colson,Connor Olson,23,2024,apex
magee,Mathieu Agee,24,2024,apex
tnguyen,Tyler Nguyen,27,2024,apex
sbrown1,Sandy Brown,29,2024,apex
slarson,Sten Larson,30,2024,apex
kmarshall,Kai Marshall,31,2024,apex
nsnuszka,Nicholas Snuszka,52,2024,apex
ncoolman,Noah Coolman,59,2024,apex
alearned,Aylen Learned,66,2024,apex
nbuchholz,Nathan Buchholz,81,2024,apex
qfiner,Quinn Finer,88,2024,apex
atatum,Alex Tatum,99,2024,apex
lpruess,Logan Pruess,5,2024,apex
jknopf,Jeremy Knopf,78,2024,apex
cward,Chris Ward,33,2024,apex
dyu,David Yu,28,2024,apex
nminfink,Nanda Min-Fink,46,2024,apex
ehotaling,Erik Hotaling,60,2024,apex
zthoreson,Zeke Thoreson,1,2024,apex
ccochran,Chance Cochran,12,2024,apex
dbechis,Dennis Bechis,15,2024,apex
cjohnston,Cody Johnston,32,2024,apex
rgouldrod,Rodrigo Gould Rodriguez,10,2024,apex
fpronove,Felix Pronove,4,2024,apex
ctabor,Conor Tabor,25,2024,apex
bshea,Benen Shea,18,2024,apex
swells,Seth Wells,47,2024,apex
telliott,Timothy Elliott,14,2024,apex
ameshnick,Andrew Meshnick,2,2024,radicals
jcarrico,Jake Carrico,3,2024,radicals
pshriwise,Pat Shriwise,42,2024,radicals
bhart,Brian Hart,5,2024,radicals
agutowsky,Anthony Gutowsky,6,2024,radicals
jwilson,Joshua Wilson,9,2024,radicals
vluo,Victor Luo,10,2024,radicals
dnester,David Nester,11,2024,radicals
jwham,Jacob Wham,12,2024,radicals
agravatt,Alex Gravatt,17,2024,radicals
sknoche,Sterling Knoche,18,2024,radicals
nranabhat,Nico Ranabhat,19,2024,radicals
ajohnson,Avery Johnson,21,2024,radicals
mweber2,Mac Weber,22,2024,radicals
sotis,Shane Otis,27,2024,radicals
nnicol,Noah Nicol,28,2024,radicals
jnelson,Jack Nelson,29,2024,radicals
dgarlock,Daniel Garlock,32,2024,radicals
vpost,Val Post,35,2024,radicals
bschlaefe,Biz Schlaefer,41,2024,radicals
msample,Max Sample,44,2024,radicals
jtan1,John Tan,49,2024,radicals
mgrinde,Matt Grinde,51,2024,radicals
kalexande,Kelsen Alexander,55,2024,radicals
mmccarthy,Mitchell McCarthy,59,2024,radicals
jleibfort,Joe Leibforth,64,2024,radicals
tschewe,Ted Schewe,66,2024,radicals
lmarks,Luke Marks,74,2024,radicals
jkelly,Jack Kelly,77,2024,radicals
kpettitsc,Kevin Pettit-Scantling,80,2024,radicals
sstark,Sam Stark,95,2024,radicals
kmarcus,Kai Marcus,97,2024,radicals
gvordick,Gabe Vordick,85,2024,radicals
rpieran,Pieran Robert,94,2024,radicals
twilliams1,Tyler  Williams,16,2024,radicals
cbenafrad,Charlie  Benforado,8,2024,radicals
kadams,Ken Adams,15,2024,radicals
kdelorenz,Kai DeLorenzo,8,2024,radicals
mgrove,Max Grove,0,2024,havoc
mbennett1,Matt Bennett,2,2024,havoc
blewis,Ben Lewis,7,2024,havoc
badams1,Brendan Adams,11,2024,havoc
cughetta,Connor Ughetta,12,2024,havoc
cburt,Caiden Burt,14,2024,havoc
skelly,Steven Kelly,17,2024,havoc
bgfroerer,Brian Gfroerer,19,2024,havoc
zcotter,Zachary Cotter,20,2024,havoc
fgomez,Frankie Gomez,21,2024,havoc
jzuraw,Jimmy Zuraw,23,2024,havoc
tchukwume,Toya Chukwumerije,25,2024,havoc
dbossert,Dane Bossert,84,2024,havoc
mbaldauf,Mark Baldauf,26,2024,havoc
esakach,Elliot Sakach,27,2024,havoc
blin,Brandon Lin,31,2024,havoc
bdowney,Bryan Downey,36,2024,havoc
mlyle,Matt Lyle,82,2024,havoc
bkeith,Brendan Keith,1,2024,havoc
xdaniel,Xavier Daniel,4,2024,havoc
ctolbert,Corey Tolbert,5,2024,havoc
mdinges,Marshall Dinges,6,2024,havoc
kkolafa,Kyle Kolafa,13,2024,havoc
dzeringue,Dylan Zeringue,16,2024,havoc
kland,Kevin Land,18,2024,havoc
sseidenbe,Shaun Seidenberger,24,2024,havoc
mlutz,Mitch Lutz,34,2024,havoc
gplaiajr,Gregory Plaia Jr.,48,2024,havoc
eniedzwie,Ethan Niedzwiedz,56,2024,havoc
gwilson1,Garrett Wilson,30,2024,havoc
calbin,Cam Albin,9,2024,havoc
mmiller1,Matt Miller,2,2024,growlers
blozinski,Bryce Lozinski,5,2024,growlers
acoble,Aaron Coble,8,2024,growlers
mhume,Maxwell Hume,9,2024,growlers
mnelson,Matt Nelson,10,2024,growlers
plenz,Peter Lenz,11,2024,growlers
rsung,Reggie Sung,12,2024,growlers
eli,Ethan Li,13,2024,growlers
tkonogeri,Thomas Konogeris,16,2024,growlers
krubin,Kyle Rubin,18,2024,growlers
mtran,Michael Tran,21,2024,growlers
cwu,Casey Wu,29,2024,growlers
jszmanda,Jan Szmanda,31,2024,growlers
jqueckboe,Jordan Queckboerner,33,2024,growlers
blevinsky,Ben Levinsky,37,2024,growlers
ssamu,Stefan Samu,66,2024,growlers
esalmon,Elijah Salmon,70,2024,growlers
jmcguinne,Jimmy McGuinness,73,2024,growlers
tdunn,Travis Dunn,80,2024,growlers
csigerud,Caden Sigerud,81,2024,growlers
ghable,Garrett Hable,88,2024,growlers
mgibson,Max Gibson,99,2024,growlers
tsander,Tynan Sander,15,2024,growlers
mcrawford1,Marshall Crawford,19,2024,growlers
dpryke,Daniel Pryke,23,2024,growlers
kgomatam,Krishna Gomatam,24,2024,growlers
oartus,Oliver Artus,52,2024,growlers
tgilman,Taylor Gilman,67,2024,growlers
cshugarma,Casey Shugarman,89,2024,growlers
kkoo,KJ Koo,27,2024,growlers
cwang,Clark Wang,98,2024,growlers
iladner,Ian Ladner,99,2024,growlers
jjohnson,Jesse Johnson,0,2024,union
jwillison,Joel Willison,5,2024,union
jshanahan,Jack Shanahan,7,2024,union
ifalck,Ian Falck,8,2024,union
wmatthews1,Wilson Matthews,11,2024,union
rmartin,Reid Martin,13,2024,union
skaminsky,Sam Kaminsky,14,2024,union
ddremann,Dex Dremann,16,2024,union
jweis,Jeff Weis,19,2024,union
cbaker,Cullen Baker,20,2024,union
ctornaben,Cal Tornabene,21,2024,union
jcercello,Joe Cercello,23,2024,union
jrubinmil,Jake Rubin-Miller,75,2024,union
mrivas,Milan Rivas,27,2024,union
jsteslick,Jake Steslicki,28,2024,union
ywang,Yipeng Wang,38,2024,union
sgabriels,Sam Gabrielson,42,2024,union
bpreiss,Benjamin Preiss,44,2024,union
jlithio,John Lithio,54,2024,union
dpower,Dylan Power,71,2024,union
jkelly1,Jerry Kelly,76,2024,union
jwhite2,Joe White,91,2024,union
asjogren,Andrew Sjogren,99,2024,union
gschoepke,Gabe Schoepke,1,2024,union
rmauntel,Ray Mauntel,2,2024,union
nastrom,Nate Astrom,12,2024,union
hgoldenbe,Henry Goldenberg,4,2024,union
npappas,Nick Pappas,10,2024,union
bzhang,Ben Zhang,55,2024,union
rrosenfel,Raul Rosenfeld,15,2024,union
gharris,Grant Harris,63,2024,union
lbrennan,Luke Brennan,,2024,union
dwoods,David Woods,77,2024,union
cobrien,CJ O'Brien,84,2024,union
wjansen,Walt Jansen,6,2024,union
tscott,Trevor Scott,3,2024,union
hlatson,Hunter Latson,17,2024,union
ewright,Eric Wright,91,2024,union
cfurse,Charlie Furse,9,2024,union
jbranson,Jeremiah Branson,4,2024,alleycats
cbrock,Cameron Brock,3,2024,alleycats
jcari,Joey Cari,35,2024,alleycats
tcarpente,Travis Carpenter,37,2024,alleycats
bclose,Ben Close,64,2024,alleycats
sgood,Sam Good,5,2024,alleycats
rgross,Rick Gross,2,2024,alleycats
ljacobs,Levi Jacobs,7,2024,alleycats
jkenniv,Jake Kenniv,15,2024,alleycats
jclose,Joel Close,77,2024,alleycats
lconiaris,Lucas Coniaris,8,2024,alleycats
rdavenpor1,Robby Davenport,90,2024,alleycats
sgudeman,Seth Gudeman,17,2024,alleycats
dhappe,Drew Happe,19,2024,alleycats
jhavey,Jack Havey,26,2024,alleycats
nhutton,Nick Hutton,20,2024,alleycats
jkempe,Jason Kempe,14,2024,alleycats
blandry,Ben Landry,72,2024,alleycats
xpayne,Xavier Payne,23,2024,alleycats
wwettenge,William Wettengel,11,2024,alleycats
jjones,John Jones,85,2024,alleycats
ccurran,Cody Curran,18,2024,alleycats
tgraham,Tanner Graham,28,2024,alleycats
cblalack,Conner Blalack,0,2024,alleycats
crassel,Collin Rassel,27,2024,alleycats
ehawkins,Elliot  Hawkins,47,2024,alleycats
nbetsch,Nicholas Betsch,16,2024,alleycats
mchope,Mace Chope,50,2024,alleycats
jgalle,Jack Galle,38,2024,alleycats
cthatcher,Cam Thatcher,6,2024,alleycats
chawkins,Carter Hawkins,39,2024,alleycats
chyzer,Cole Hyzer,99,2024,alleycats
jkempe1,Jack Kempe,98,2024,alleycats
tmurt,Tyler Murt,97,2024,alleycats
jwahl,Jake Wahl,96,2024,alleycats
nwahl,Noah Wahl,95,2024,alleycats
rduncan,Reid Duncan,0,2024,thunderbirds
msheppard,Max Sheppard,1,2024,thunderbirds
jmast,Jonathan Mast,2,2024,thunderbirds
jmcmoniga,John McMonigal,3,2024,thunderbirds
nceluch,Noah Celuch,5,2024,thunderbirds
areppermu,Anson Reppermund,6,2024,thunderbirds
thansen,Thomas Hansen,8,2024,thunderbirds
athompson,Andrew  Thompson,9,2024,thunderbirds
jmolder,Joe Molder,10,2024,thunderbirds
cvukovic,Charlie Vukovic,13,2024,thunderbirds
kfurdella,Kenny Furdella,14,2024,thunderbirds
lcall,Logan Call,17,2024,thunderbirds
pzaccardi,Pete Zaccardi,20,2024,thunderbirds
cgraber,Chris Graber,23,2024,thunderbirds
cnewell,Connor Newell,26,2024,thunderbirds
rkindell,Ryan Kindell,29,2024,thunderbirds
knicholl,Kevin Nicholl,45,2024,thunderbirds
jtowle,Jimmy Towle,48,2024,thunderbirds
amullen,Alex Mullen,54,2024,thunderbirds
mdillard,Michael Dillard,65,2024,thunderbirds
cjohnson2,Carl Johnson,87,2024,thunderbirds
rmaillard,Robin Maillard,11,2024,thunderbirds
zbyrnes,Zac Byrnes,12,2024,thunderbirds
tmccarthy,Tyler McCarthy,16,2024,thunderbirds
adriehuys,Anil Driehuys,18,2024,thunderbirds
whoffenka,Will Hoffenkamp,24,2024,thunderbirds
dbraden,David Braden,33,2024,thunderbirds
battal,Benjamin Attal,39,2024,thunderbirds
mmarshall,Malachi Marshall,22,2024,thunderbirds
medula,Mahith Edula,41,2024,thunderbirds
moliart,Marcel Oliart,47,2024,thunderbirds
dnichols,Dan Nichols,49,2024,thunderbirds
mviscido,Matt Viscido,89,2024,thunderbirds
mdevine,Max Devine,91,2024,thunderbirds
alandis,Aiden Landis,7,2024,thunderbirds
agardner,Andrew Gardner,44,2024,thunderbirds
awarringt,Alex Warrington,99,2024,thunderbirds
maverill,Morey Averill,25,2024,thunderbirds
jlyder,Josh Lyder,70,2024,thunderbirds
erivera,Elliot  Rivera,71,2024,thunderbirds
carevalo,Chris Arevalo,72,2024,thunderbirds
swhitcomb,Spencer Whitcomb,77,2024,thunderbirds
emeer,Everitt Meer,73,2024,thunderbirds
ebembenis,Evan Bembenista,74,2024,thunderbirds
mbarowski,Max Barowski,,2024,thunderbirds
tyarter,Tristan Yarter,46,2024,thunderbirds
tyarter,Tristan Yarter,68,2024,empire
wmcglynn1,Will McGlynn,,2024,thunderbirds
nploeger,Nathan Ploeger,3,2024,mechanix
jwollin,Justin Wollin,11,2024,mechanix
cchamberl,Carson Chamberlain,12,2024,mechanix
jkloss,James Kloss,13,2024,mechanix
bgessner,Brendan Gessner,24,2024,mechanix
tgaither,Terry Gaither,33,2024,mechanix
sgrondin,Stephen Grondin,64,2024,mechanix
cbeaurega,Colin Beauregard,81,2024,mechanix
gmoreno,Gregory Moreno,6,2024,mechanix
jfelton,Jake Felton,14,2024,mechanix
nlanas,Nic Lanas,21,2024,mechanix
mdewey,Marco Dewey,22,2024,mechanix
rware,Richard Ware,28,2024,mechanix
bkennis,Bradley Kennis,31,2024,mechanix
edavis,Elliot Davis,32,2024,mechanix
arudy,Aiden Rudy,45,2024,mechanix
cnguyen,Conrad Nguyen,76,2024,mechanix
nsawyer,Noah Sawyer,94,2024,mechanix
mbell,Matthew Bell,78,2024,mechanix
arichards1,Aaron Richards,9,2024,mechanix
tshanahan,Tyler Shanahan,26,2024,mechanix
jhill1,Jordan Hill,27,2024,mechanix
smcguinne,Sean McGuinness,42,2024,mechanix
cobrien1,Christopher O'Brien,47,2024,mechanix
mmoran,Mario Moran,10,2024,mechanix
mgaleano,Mauricio Galeano,23,2024,mechanix
nakers,Nicholas Akers,86,2024,mechanix
ctexeira,Caleb Texeira,96,2024,mechanix
acaon,Anderson Cañon,43,2024,mechanix
qgarner,Quinn Garner,19,2024,mechanix
rsmith4,Ryan Smith,40,2024,mechanix
jsimpson,Joseph Simpson,37,2024,mechanix
jbembenek,Jack Bembenek,17,2024,mechanix
jsogno,Joe Sogno,2,2024,mechanix
rbergeron,Rhys Bergeron,21,2024,breeze
dbloodgoo,David Bloodgood,30,2024,breeze
zburpee,Zachary Burpee,6,2024,breeze
tedmonds,Thomas Edmonds,8,2024,breeze
ffarah,Frederick Farah,73,2024,breeze
mgrovic,Miles  Grovic,37,2024,breeze
khealey,Kevin Healey,18,2024,breeze
cjurek,Cole Jurek,13,2024,breeze
blamberty,Brandon Lamberty,19,2024,breeze
ilee,Isaac Lee,2,2024,breeze
jmalks,Jonny Malks,53,2024,breeze
cmccutche,Charlie McCutcheon,4,2024,breeze
mmcdonnel,Rowan McDonnell,12,2024,breeze
amerriman,AJ Merriman,5,2024,breeze
tmonroe,Tyler Monroe,7,2024,breeze
jnissen,Jacques Nissen,24,2024,breeze
gnorrbom,Gus Norrbom,47,2024,breeze
znorrbom,Zach Norrbom,10,2024,breeze
rpaust,Rami Paust,26,2024,breeze
lrehfuss,Luke Rehfuss,11,2024,breeze
aroy,Andrew Roy,32,2024,breeze
xschafer,Xavier Schafer,0,2024,breeze
jtom,Jasper Tom,57,2024,breeze
rweaver,Ryan Weaver,48,2024,breeze
jwodatch1,Jeff Wodatch,45,2024,breeze
mblaha,Mitchell Blaha,34,2024,breeze
ebonnet,Elliot Bonnet,22,2024,breeze
jdean,Jace Dean,92,2024,breeze
tgesell,Tanner Gesell,42,2024,breeze
wtober,William Tober,16,2024,breeze
afall,Alexandre Fall,1,2024,breeze
mdia,Moussa Dia,17,2024,breeze
tholland,Troy Holland,91,2024,breeze
ograff,Oscar Graff,17,2024,glory
rlinehan,Rocco Linehan,14,2024,glory
cmoore,Cole Moore,6,2024,glory
pboerth,Peter Boerth,10,2024,glory
tallen1,Turner Allen,7,2024,glory
gcolton,Gabe Colton,21,2024,glory
scarapell,Simon Carapella,9,2024,glory
ghaflin,Gustav Haflin,34,2024,glory
jcarreiro,Jac Carreiro,19,2024,glory
zsinger,Zach Singer,23,2024,glory
bsadok,Benjamin Sadok,3,2024,glory
csunde,Colin Sunde,41,2024,glory
tdavis,Topher Davis,8,2024,glory
ndick,Nathanial Dick,26,2024,glory
tchan,Tyler Chan,44,2024,glory
cbartoli,Chris Bartoli,80,2024,glory
lharwood,Luca Harwood,11,2024,glory
jclark,Jay Clark,2,2024,glory
cdavisbra,Cole Davis-Brand,22,2024,glory
itran,Ivan Tran,1,2024,glory
cmcsweene,Caelan McSweeney,88,2024,glory
bmccann,Brendan McCann,30,2024,glory
tjohnson1,Tannor Johnson-Go,89,2024,glory
jstangosb,Jonah Stang-Osborne,15,2024,glory
lwebb,Luke Webb,0,2024,glory
rbrowning,Reed Browning,18,2024,glory
gyas,Griffin Yas,4,2024,glory
ocordes,Owen Cordes,29,2024,glory
mraymond,Malachi Raymond,24,2024,glory
rdunkerle,Roan Dunkerley,66,2024,glory
erosenber,Elliott Rosenberg,5,2024,glory
emalone,Eliav  Malone,99,2024,glory
jtapper,Jason Tapper,95,2024,glory
rflamberg,Ryan Flamberg,62,2024,glory
jbabbitt,Jeff Babbitt,87,2024,glory
ocable,Orion Cable,27,2024,glory
pjoyce,Phillip Joyce,12,2024,glory
bkatz1,Ben Katz,28,2024,glory
dcooke,Dillon Cooke,34,2024,glory
rosgar,Ryan Osgar,1,2024,empire
jrandolph,John Randolph,34,2024,empire
mbrownlee,Marques Brownlee,82,2024,empire
echartock,Elliott Chartock,10,2024,empire
ochartock,Oliver Chartock,13,2024,empire
adavis2,Antoine Davis,81,2024,empire
jwilliams,Jack Williams,11,2024,empire
bjagt,Ben Jagt,4,2024,empire
mlabar,Matt LaBar,20,2024,empire
rdrost,Ryan Drost,80,2024,empire
efortin,Ethan Fortin,8,2024,empire
okohut,Oscar Kohut,2,2024,empire
mling,Matthias Ling,84,2024,empire
btan,Bretton Tan,46,2024,empire
cweinberg,Charles Weinberg,6,2024,empire
salladi,Shashank Alladi,24,2024,empire
jholm,Jeff Holm,12,2024,empire
mdrost,Mike Drost,16,2024,empire
srueschem,Solomon Rueschemeyer-Bailey,9,2024,empire
aagami,Axel Agami,18,2024,empire
jalorro,Josue Alorro,30,2024,empire
crussell,Connor Russell,52,2024,empire
salston,Sam  Alston,7,2024,empire
relston,Robert Elston,41,2024,empire
cseamon,Caleb Seamon,47,2024,empire
sjonas,Sam Jonas,23,2024,empire
lhaberfie,Liam Haberfield,37,2024,empire
nto,Noriaki To,27,2024,empire
aolcese,Angelo Olcese,21,2024,empire
skeegan,Sean Keegan,3,2024,empire
blevy,Ben Levy,64,2024,empire
sxu,Scott Xu,22,2024,empire
vsachdeva,Vedant Sachdeva,66,2024,empire
ktaylor,Kennith Taylor,29,2024,empire
tmurthy,Tej Murthy,31,2024,empire
jjeffery,Jordan Jeffery,32,2024,empire
amiller1,Adam Miller,18,2024,hustle
adowney,Aidan Downey,80,2024,hustle
athai,Andrew Thai,72,2024,hustle
ataylor,Austin Taylor,2,2024,hustle
bobryan,Billy O'Bryan,0,2024,hustle
bley,Bobby Ley,9,2024,hustle
bfleming,Bradley Fleming,34,2024,hustle
bseuntjen,Bradley Seuntjens,4,2024,hustle
bhulsmeye,Brett Hulsmeyer,6,2024,hustle
ccopeland,Cam Copeland,79,2024,hustle
colsen,Christian Olsen,8,2024,hustle
dramsey,Dean Ramsey,36,2024,hustle
emotycka,Eli Motycka,65,2024,hustle
haustinkn,Hayden Austin-Knab,17,2024,hustle
jblackman,Jacob Blackman,64,2024,hustle
jpolk,Jakeem Polk,14,2024,hustle
jlangdon,Jeremy Langdon,20,2024,hustle
jburnett,Justin Burnett,7,2024,hustle
kekwurtze,Karl Ekwurtzel,32,2024,hustle
lmcclamro,Lukas McClamrock,3,2024,hustle
msmith,Matt Smith,12,2024,hustle
mfairley,Michael Fairley,5,2024,hustle
mkobyra,Mike Kobyra,44,2024,hustle
trobinson,Tanner Robinson,,2024,hustle
thedges,Tannon Hedges,,2024,hustle
tspinks,Trenton Spinks,87,2024,hustle
tcrowley,Trip Crowley,1,2024,hustle
trandall,Tyler Randall,11,2024,hustle
bbeers,Brandon Beers,,2024,hustle
ffernande,Franky Fernandez,23,2024,hustle
rflick,Ryan Flick,15,2024,hustle
mjohnson2,Michael Johnson,,2024,hustle
wellard,Walter Ellard,10,2024,hustle
wbianca,Will Bianca,,2024,hustle
fhare,Fletcher Hare,16,2024,hustle
mhumm,Michael-Angelo Humm,83,2024,hustle
jburns,JP Burns,81,2024,hustle
nhuffman,Nick  Huffman,27,2024,hustle
mlopez,Max Lopez,72,2024,hustle
jkrugler,Jack  Krugler,13,2024,hustle
mnighting,Matthew Nightingale,0,2024,flyers
tbrooks1,Tobias Brooks,1,2024,flyers
syanuck,Sol Yanuck,2,2024,flyers
hfisher,Henry Fisher,3,2024,flyers
sweaver,Seth Weaver,4,2024,flyers
dhawkins,Dylan Hawkins,6,2024,flyers
gsanner,Grayson Sanner,7,2024,flyers
tmitchell,Terrence Mitchell,8,2024,flyers
mtucker,Matt Tucker,9,2024,flyers
ebloodwor,Ethan Bloodworth,10,2024,flyers
alaviolet,Allan Laviolette,11,2024,flyers
wcoffin,William Coffin,12,2024,flyers
dswanson,Drew Swanson,15,2024,flyers
ajuengst,Anders Juengst,16,2024,flyers
smadiraju,Suraj Madiraju,18,2024,flyers
cwilliams,Cooper Williams,19,2024,flyers
jfairfax,Jacob Fairfax,20,2024,flyers
cbellando,Cam Bellando,21,2024,flyers
wmatthews,Walker Matthews,23,2024,flyers
mlee1,Michael Lee,24,2024,flyers
dzhu,Daniel Zhu,27,2024,flyers
tnaquin,Ty Naquin,28,2024,flyers
awilcox,Alexander Wilcox,35,2024,flyers
mrovner,Marc Rovner,43,2024,flyers
elong,Elijah Long,45,2024,flyers
cmcsherry,Clint McSherry,71,2024,flyers
avandeber,Andrew Vande Berg,73,2024,flyers
tlynch,Trevor Lynch,76,2024,flyers
bsnell,Ben Snell,77,2024,flyers
jwellers,John Wellers,25,2024,flyers
cbelus,Christian Belus,32,2024,flyers
dbruer,Dillon Bruer,44,2024,flyers
rcopemusl,Ramzi Cope-Musleh,13,2024,flyers
dferriter,Daniel Ferriter,14,2024,flyers
adavis4,Alex Davis,80,2024,flyers
cwhite1,Colin  White,5,2024,flyers
mevans,Mark Evans,1,2024,sol
mhenke,Mark Henke,3,2024,sol
khenke,Kyle Henke,23,2024,sol
rbowman,Reese Bowman,4,2024,sol
eswiatek,Evan Swiatek,5,2024,sol
ebrodbeck,Eric Brodbeck,6,2024,sol
jreinhard,Jake Reinhardt,7,2024,sol
jdowling,Jack Dowling,12,2024,sol
nchambers,Noah Chambers,14,2024,sol
nloughran,Nick Loughran,70,2024,sol
emoore,Elliott Moore,21,2024,sol
jsalazar,Jordan Salazar,24,2024,sol
mwalter,Mick Walter,26,2024,sol
bdial,Brandon Dial,27,2024,sol
jpotts,Jackson Potts,28,2024,sol
jradack,Jake Radack,33,2024,sol
ofay,Oliver Fay,41,2024,sol
jwylie,Joey Wylie,43,2024,sol
marmour,Matthew Armour,50,2024,sol
mzetsch,Mason Zetsch,54,2024,sol
gbabbitt,Gavin Babbitt,73,2024,sol
jworthing,Jake Worthington,81,2024,sol
dfitzgera,Duncan Fitzgerald,88,2024,sol
jzdrodows,Joshua Zdrodowski,99,2024,sol
jkaplan,Jacob Kaplan,18,2024,sol
rhausmann,Robert Hausmann,10,2024,sol
telam,Trevor Elam,22,2024,sol
tsawatzky,Trevor Sawatzky,29,2024,sol
ccassella,Chris Cassella,69,2024,sol
npowell,Noah Powell,36,2024,sol
amuller,Andrew Muller,32,2024,sol
vmader,Vance Mader,34,2024,sol
tmasterso,Taylor Masterson,22,2024,sol
spaterka,Sam Paterka,,2024,sol
mcooper,Myles Cooper,,2024,sol
kmorris,Kade Morris,45,2024,sol
cross,Connor Ross,,2024,sol
awilsonho,Alec Wilson Holliday,3,2024,legion
bprice,Ben Price,99,2024,legion
brogers,Ben Rogers,77,2024,legion
bstreet,Brian Street,11,2024,legion
cdeluna,Connor DeLuna,17,2024,legion
dwelkener,Daniel Welkener,12,2024,legion
dphillips,Darren Phillips,36,2024,legion
ebilolo,Emmanuel Bilolo,4,2024,legion
jwooldrid,Jack Wooldridge,89,2024,legion
jfloyd,Jake Floyd,0,2024,legion
jhustad,Jason Hustad,9,2024,legion
jshelley,John Shelley,47,2024,legion
jwelkener,Joseph Welkener,32,2024,legion
marmstron,Myles Armstrong,2,2024,legion
naustin,Nathaniel Austin,18,2024,legion
ndigiorgi,Nicholas DiGiorgio,81,2024,legion
sroberts,Samuel Roberts,57,2024,legion
troberts1,Tanner Roberts,98,2024,legion
wanderson,Watson Anderson,43,2024,legion
ecarter,Eric Carter,24,2024,legion
cguidry,Cameron Guidry,8,2024,legion
zwenner,Zachary Wenner,5,2024,legion
dwinter,Daniel Winter,30,2024,legion
